,artist,artist_uri,song,id,song_uri,duration_ms,explicit,album,popularity,features
0,Mick Gordon,spotify:artist:13ab1LgQZ3tQOhkDRRYB8Y,Everything Is Going to Be Okay,6f0vJU8my3VKiLlHkUyO4K,spotify:track:6f0vJU8my3VKiLlHkUyO4K,149333,False,Everything Is Going to Be Okay,43,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}]"
1,nelward,spotify:artist:4DVe11vtKHN5TRtG8TEjNb,Never Wanna Fall in Love With U,5w7LSuYZNCeCpi2Ytisska,spotify:track:5w7LSuYZNCeCpi2Ytisska,181301,False,Never Wanna Fall in Love With U,51,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}]"
2,Curtis Harding,spotify:artist:0CUpzKPDfIVzYqMn47jiV3,Our Love (from the series Arcane League of Legends),0OFSdfkFF5wLszOz0csftu,spotify:track:0OFSdfkFF5wLszOz0csftu,218248,False,Arcane League of Legends (Soundtrack from the Animated Series),52,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}, {'danceability': 0.574, 'energy': 0.764, 'key': 1, 'loudness': -5.286, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.104, 'instrumentalness': 4.94e-06, 'liveness': 0.107, 'valence': 0.621, 'tempo': 105.822, 'type': 'audio_features', 'id': '0OFSdfkFF5wLszOz0csftu', 'uri': 'spotify:track:0OFSdfkFF5wLszOz0csftu', 'track_href': 'https://api.spotify.com/v1/tracks/0OFSdfkFF5wLszOz0csftu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OFSdfkFF5wLszOz0csftu', 'duration_ms': 218249, 'time_signature': 4}]"
3,Bobby Caldwell,spotify:artist:4V4Z3qMCwYofWHtip6ePF6,What You Won't Do for Love,6Dk5fHTvH897XrVzCO64Mx,spotify:track:6Dk5fHTvH897XrVzCO64Mx,286493,False,What You Won't Do for Love,71,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}, {'danceability': 0.574, 'energy': 0.764, 'key': 1, 'loudness': -5.286, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.104, 'instrumentalness': 4.94e-06, 'liveness': 0.107, 'valence': 0.621, 'tempo': 105.822, 'type': 'audio_features', 'id': '0OFSdfkFF5wLszOz0csftu', 'uri': 'spotify:track:0OFSdfkFF5wLszOz0csftu', 'track_href': 'https://api.spotify.com/v1/tracks/0OFSdfkFF5wLszOz0csftu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OFSdfkFF5wLszOz0csftu', 'duration_ms': 218249, 'time_signature': 4}, {'danceability': 0.642, 'energy': 0.396, 'key': 6, 'loudness': -16.843, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.462, 'instrumentalness': 0.000823, 'liveness': 0.106, 'valence': 0.797, 'tempo': 84.082, 'type': 'audio_features', 'id': '6Dk5fHTvH897XrVzCO64Mx', 'uri': 'spotify:track:6Dk5fHTvH897XrVzCO64Mx', 'track_href': 'https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx', 'duration_ms': 286493, 'time_signature': 4}]"
4,The Orion Experience,spotify:artist:2qU0jqxiFeXrw5NTV1bIQM,Obsessed With You,7p3acA0XUBTmECFSQmtlku,spotify:track:7p3acA0XUBTmECFSQmtlku,206654,False,Cosmicandy,54,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}, {'danceability': 0.574, 'energy': 0.764, 'key': 1, 'loudness': -5.286, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.104, 'instrumentalness': 4.94e-06, 'liveness': 0.107, 'valence': 0.621, 'tempo': 105.822, 'type': 'audio_features', 'id': '0OFSdfkFF5wLszOz0csftu', 'uri': 'spotify:track:0OFSdfkFF5wLszOz0csftu', 'track_href': 'https://api.spotify.com/v1/tracks/0OFSdfkFF5wLszOz0csftu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OFSdfkFF5wLszOz0csftu', 'duration_ms': 218249, 'time_signature': 4}, {'danceability': 0.642, 'energy': 0.396, 'key': 6, 'loudness': -16.843, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.462, 'instrumentalness': 0.000823, 'liveness': 0.106, 'valence': 0.797, 'tempo': 84.082, 'type': 'audio_features', 'id': '6Dk5fHTvH897XrVzCO64Mx', 'uri': 'spotify:track:6Dk5fHTvH897XrVzCO64Mx', 'track_href': 'https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx', 'duration_ms': 286493, 'time_signature': 4}, {'danceability': 0.785, 'energy': 0.722, 'key': 5, 'loudness': -6.096, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.0149, 'instrumentalness': 0, 'liveness': 0.315, 'valence': 0.961, 'tempo': 117.963, 'type': 'audio_features', 'id': '7p3acA0XUBTmECFSQmtlku', 'uri': 'spotify:track:7p3acA0XUBTmECFSQmtlku', 'track_href': 'https://api.spotify.com/v1/tracks/7p3acA0XUBTmECFSQmtlku', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7p3acA0XUBTmECFSQmtlku', 'duration_ms': 206655, 'time_signature': 4}]"
5,Jimi Hendrix,spotify:artist:776Uo845nYHJpNaStv1Ds4,Little Wing,1Eolhana7nKHYpcYpdVcT5,spotify:track:1Eolhana7nKHYpcYpdVcT5,145746,False,Axis: Bold As Love,70,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}, {'danceability': 0.574, 'energy': 0.764, 'key': 1, 'loudness': -5.286, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.104, 'instrumentalness': 4.94e-06, 'liveness': 0.107, 'valence': 0.621, 'tempo': 105.822, 'type': 'audio_features', 'id': '0OFSdfkFF5wLszOz0csftu', 'uri': 'spotify:track:0OFSdfkFF5wLszOz0csftu', 'track_href': 'https://api.spotify.com/v1/tracks/0OFSdfkFF5wLszOz0csftu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OFSdfkFF5wLszOz0csftu', 'duration_ms': 218249, 'time_signature': 4}, {'danceability': 0.642, 'energy': 0.396, 'key': 6, 'loudness': -16.843, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.462, 'instrumentalness': 0.000823, 'liveness': 0.106, 'valence': 0.797, 'tempo': 84.082, 'type': 'audio_features', 'id': '6Dk5fHTvH897XrVzCO64Mx', 'uri': 'spotify:track:6Dk5fHTvH897XrVzCO64Mx', 'track_href': 'https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx', 'duration_ms': 286493, 'time_signature': 4}, {'danceability': 0.785, 'energy': 0.722, 'key': 5, 'loudness': -6.096, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.0149, 'instrumentalness': 0, 'liveness': 0.315, 'valence': 0.961, 'tempo': 117.963, 'type': 'audio_features', 'id': '7p3acA0XUBTmECFSQmtlku', 'uri': 'spotify:track:7p3acA0XUBTmECFSQmtlku', 'track_href': 'https://api.spotify.com/v1/tracks/7p3acA0XUBTmECFSQmtlku', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7p3acA0XUBTmECFSQmtlku', 'duration_ms': 206655, 'time_signature': 4}, {'danceability': 0.515, 'energy': 0.534, 'key': 6, 'loudness': -8.045, 'mode': 1, 'speechiness': 0.0768, 'acousticness': 0.181, 'instrumentalness': 0.00278, 'liveness': 0.0547, 'valence': 0.426, 'tempo': 70.776, 'type': 'audio_features', 'id': '1Eolhana7nKHYpcYpdVcT5', 'uri': 'spotify:track:1Eolhana7nKHYpcYpdVcT5', 'track_href': 'https://api.spotify.com/v1/tracks/1Eolhana7nKHYpcYpdVcT5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5', 'duration_ms': 145747, 'time_signature': 4}]"
6,The Dave Clark Five,spotify:artist:2HBbky0Z08ZcCKVsXWbNE4,Because - 2019 - Remaster,4IQ0Qa0xJ5ZgbzZ2jyrxC0,spotify:track:4IQ0Qa0xJ5ZgbzZ2jyrxC0,142425,False,American Tour (2019 - Remaster),50,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}, {'danceability': 0.574, 'energy': 0.764, 'key': 1, 'loudness': -5.286, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.104, 'instrumentalness': 4.94e-06, 'liveness': 0.107, 'valence': 0.621, 'tempo': 105.822, 'type': 'audio_features', 'id': '0OFSdfkFF5wLszOz0csftu', 'uri': 'spotify:track:0OFSdfkFF5wLszOz0csftu', 'track_href': 'https://api.spotify.com/v1/tracks/0OFSdfkFF5wLszOz0csftu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OFSdfkFF5wLszOz0csftu', 'duration_ms': 218249, 'time_signature': 4}, {'danceability': 0.642, 'energy': 0.396, 'key': 6, 'loudness': -16.843, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.462, 'instrumentalness': 0.000823, 'liveness': 0.106, 'valence': 0.797, 'tempo': 84.082, 'type': 'audio_features', 'id': '6Dk5fHTvH897XrVzCO64Mx', 'uri': 'spotify:track:6Dk5fHTvH897XrVzCO64Mx', 'track_href': 'https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx', 'duration_ms': 286493, 'time_signature': 4}, {'danceability': 0.785, 'energy': 0.722, 'key': 5, 'loudness': -6.096, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.0149, 'instrumentalness': 0, 'liveness': 0.315, 'valence': 0.961, 'tempo': 117.963, 'type': 'audio_features', 'id': '7p3acA0XUBTmECFSQmtlku', 'uri': 'spotify:track:7p3acA0XUBTmECFSQmtlku', 'track_href': 'https://api.spotify.com/v1/tracks/7p3acA0XUBTmECFSQmtlku', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7p3acA0XUBTmECFSQmtlku', 'duration_ms': 206655, 'time_signature': 4}, {'danceability': 0.515, 'energy': 0.534, 'key': 6, 'loudness': -8.045, 'mode': 1, 'speechiness': 0.0768, 'acousticness': 0.181, 'instrumentalness': 0.00278, 'liveness': 0.0547, 'valence': 0.426, 'tempo': 70.776, 'type': 'audio_features', 'id': '1Eolhana7nKHYpcYpdVcT5', 'uri': 'spotify:track:1Eolhana7nKHYpcYpdVcT5', 'track_href': 'https://api.spotify.com/v1/tracks/1Eolhana7nKHYpcYpdVcT5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5', 'duration_ms': 145747, 'time_signature': 4}, {'danceability': 0.712, 'energy': 0.508, 'key': 7, 'loudness': -9.562, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.441, 'instrumentalness': 1.13e-05, 'liveness': 0.286, 'valence': 0.796, 'tempo': 123.002, 'type': 'audio_features', 'id': '4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'uri': 'spotify:track:4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'track_href': 'https://api.spotify.com/v1/tracks/4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'duration_ms': 142425, 'time_signature': 4}]"
7,Linda Ronstadt,spotify:artist:1sXbwvCQLGZnaH0Jp2HTVc,Long Long Time - Remastered,1MHmXIdft756fcAD2jRTwo,spotify:track:1MHmXIdft756fcAD2jRTwo,262213,False,The Best Of Linda Ronstadt: The Capitol Years,44,"[{'danceability': 0.332, 'energy': 0.631, 'key': 5, 'loudness': -9.296, 'mode': 0, 'speechiness': 0.0515, 'acousticness': 0.591, 'instrumentalness': 0.811, 'liveness': 0.142, 'valence': 0.0788, 'tempo': 180.052, 'type': 'audio_features', 'id': '6f0vJU8my3VKiLlHkUyO4K', 'uri': 'spotify:track:6f0vJU8my3VKiLlHkUyO4K', 'track_href': 'https://api.spotify.com/v1/tracks/6f0vJU8my3VKiLlHkUyO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f0vJU8my3VKiLlHkUyO4K', 'duration_ms': 149333, 'time_signature': 3}, {'danceability': 0.924, 'energy': 0.592, 'key': 1, 'loudness': -6.898, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.028, 'instrumentalness': 5.37e-06, 'liveness': 0.138, 'valence': 0.968, 'tempo': 93.0, 'type': 'audio_features', 'id': '5w7LSuYZNCeCpi2Ytisska', 'uri': 'spotify:track:5w7LSuYZNCeCpi2Ytisska', 'track_href': 'https://api.spotify.com/v1/tracks/5w7LSuYZNCeCpi2Ytisska', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5w7LSuYZNCeCpi2Ytisska', 'duration_ms': 181301, 'time_signature': 4}, {'danceability': 0.574, 'energy': 0.764, 'key': 1, 'loudness': -5.286, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.104, 'instrumentalness': 4.94e-06, 'liveness': 0.107, 'valence': 0.621, 'tempo': 105.822, 'type': 'audio_features', 'id': '0OFSdfkFF5wLszOz0csftu', 'uri': 'spotify:track:0OFSdfkFF5wLszOz0csftu', 'track_href': 'https://api.spotify.com/v1/tracks/0OFSdfkFF5wLszOz0csftu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OFSdfkFF5wLszOz0csftu', 'duration_ms': 218249, 'time_signature': 4}, {'danceability': 0.642, 'energy': 0.396, 'key': 6, 'loudness': -16.843, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.462, 'instrumentalness': 0.000823, 'liveness': 0.106, 'valence': 0.797, 'tempo': 84.082, 'type': 'audio_features', 'id': '6Dk5fHTvH897XrVzCO64Mx', 'uri': 'spotify:track:6Dk5fHTvH897XrVzCO64Mx', 'track_href': 'https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx', 'duration_ms': 286493, 'time_signature': 4}, {'danceability': 0.785, 'energy': 0.722, 'key': 5, 'loudness': -6.096, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.0149, 'instrumentalness': 0, 'liveness': 0.315, 'valence': 0.961, 'tempo': 117.963, 'type': 'audio_features', 'id': '7p3acA0XUBTmECFSQmtlku', 'uri': 'spotify:track:7p3acA0XUBTmECFSQmtlku', 'track_href': 'https://api.spotify.com/v1/tracks/7p3acA0XUBTmECFSQmtlku', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7p3acA0XUBTmECFSQmtlku', 'duration_ms': 206655, 'time_signature': 4}, {'danceability': 0.515, 'energy': 0.534, 'key': 6, 'loudness': -8.045, 'mode': 1, 'speechiness': 0.0768, 'acousticness': 0.181, 'instrumentalness': 0.00278, 'liveness': 0.0547, 'valence': 0.426, 'tempo': 70.776, 'type': 'audio_features', 'id': '1Eolhana7nKHYpcYpdVcT5', 'uri': 'spotify:track:1Eolhana7nKHYpcYpdVcT5', 'track_href': 'https://api.spotify.com/v1/tracks/1Eolhana7nKHYpcYpdVcT5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5', 'duration_ms': 145747, 'time_signature': 4}, {'danceability': 0.712, 'energy': 0.508, 'key': 7, 'loudness': -9.562, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.441, 'instrumentalness': 1.13e-05, 'liveness': 0.286, 'valence': 0.796, 'tempo': 123.002, 'type': 'audio_features', 'id': '4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'uri': 'spotify:track:4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'track_href': 'https://api.spotify.com/v1/tracks/4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4IQ0Qa0xJ5ZgbzZ2jyrxC0', 'duration_ms': 142425, 'time_signature': 4}, {'danceability': 0.428, 'energy': 0.318, 'key': 9, 'loudness': -8.245, 'mode': 1, 'speechiness': 0.0262, 'acousticness': 0.783, 'instrumentalness': 1.33e-06, 'liveness': 0.342, 'valence': 0.289, 'tempo': 90.677, 'type': 'audio_features', 'id': '1MHmXIdft756fcAD2jRTwo', 'uri': 'spotify:track:1MHmXIdft756fcAD2jRTwo', 'track_href': 'https://api.spotify.com/v1/tracks/1MHmXIdft756fcAD2jRTwo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1MHmXIdft756fcAD2jRTwo', 'duration_ms': 262213, 'time_signature': 4}]"
